poi_id,poi_name,poi_category,poi_subcategory,city,district,latitude,longitude,poi_weight,visitor_potential,h3_index,data_source
POI_SBY_039,Terminal Surabaya 39,Transportation,Terminal,Surabaya,Wonokromo,-7.305235,112.727877,0.58,Low,H3_SBY_009,Dummy OSM/POI proxy
POI_SBY_040,University Surabaya 40,Education,University,Surabaya,Gubeng,-7.267662,112.763442,0.57,Low,H3_SBY_001,Dummy OSM/POI proxy
POI_SBY_041,Pharmacy Surabaya 41,Health,Pharmacy,Surabaya,Sukolilo,-7.303689,112.792471,0.93,High,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_042,Workshop Surabaya 42,Fuel & Mobility,Workshop,Surabaya,Tandes,-7.253285,112.680483,0.81,Low,H3_SBY_023,Dummy OSM/POI proxy
POI_SBY_043,Market Surabaya 43,Commercial,Market,Surabaya,Gubeng,-7.284536,112.751115,0.36,Medium,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_044,Station Surabaya 44,Transportation,Station,Surabaya,Tandes,-7.262665,112.69244,0.74,Medium,H3_SBY_010,Dummy OSM/POI proxy
POI_SBY_045,Government Office Surabaya 45,Public Service,Government Office,Surabaya,Sukolilo,-7.292379,112.778055,0.43,High,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_046,Bus Stop Surabaya 46,Transportation,Bus Stop,Surabaya,Rungkut,-7.327697,112.786353,0.4,High,H3_SBY_005,Dummy OSM/POI proxy
POI_SBY_047,Gas Station Surabaya 47,Fuel & Mobility,Gas Station,Surabaya,Sukolilo,-7.266682,112.788678,0.63,Low,H3_SBY_025,Dummy OSM/POI proxy
POI_SBY_048,Training Center Surabaya 48,Education,Training Center,Surabaya,Sukolilo,-7.306479,112.788481,0.43,Medium,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_049,Training Center Surabaya 49,Education,Training Center,Surabaya,Wonokromo,-7.290937,112.734313,0.43,High,H3_SBY_002,Dummy OSM/POI proxy
POI_SBY_050,Mall Surabaya 50,Commercial,Mall,Surabaya,Rungkut,-7.317426,112.768049,0.41,High,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_051,Housing Complex Surabaya 51,Residential,Housing Complex,Surabaya,Wonokromo,-7.30748,112.731681,0.86,High,H3_SBY_009,Dummy OSM/POI proxy
POI_SBY_052,Market Surabaya 52,Commercial,Market,Surabaya,Wiyung,-7.305535,112.694027,0.36,Low,H3_SBY_008,Dummy OSM/POI proxy
POI_SBY_053,Clinic Surabaya 53,Health,Clinic,Surabaya,Tandes,-7.25392,112.697142,0.35,High,H3_SBY_023,Dummy OSM/POI proxy
POI_SBY_054,Housing Complex Surabaya 54,Residential,Housing Complex,Surabaya,Sukolilo,-7.309738,112.794614,0.64,Low,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_055,Parking Area Surabaya 55,Fuel & Mobility,Parking Area,Surabaya,Sukolilo,-7.29868,112.784378,0.61,Medium,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_056,Mall Surabaya 56,Commercial,Mall,Surabaya,Sukolilo,-7.310068,112.788807,0.54,High,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_057,University Surabaya 57,Education,University,Surabaya,Wonokromo,-7.289973,112.737396,0.74,Medium,H3_SBY_002,Dummy OSM/POI proxy
POI_SBY_058,Housing Complex Surabaya 58,Residential,Housing Complex,Surabaya,Sukolilo,-7.26322,112.805429,0.99,Medium,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_059,Parking Area Surabaya 59,Fuel & Mobility,Parking Area,Surabaya,Rungkut,-7.314324,112.760782,0.36,High,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_060,Bus Stop Surabaya 60,Transportation,Bus Stop,Surabaya,Rungkut,-7.318067,112.788054,0.41,Low,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_061,Market Surabaya 61,Commercial,Market,Surabaya,Wonokromo,-7.276438,112.754705,0.46,Medium,H3_SBY_013,Dummy OSM/POI proxy
POI_SBY_062,Office Center Surabaya 62,Commercial,Office Center,Surabaya,Rungkut,-7.311442,112.770909,0.82,Medium,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_063,Public Service Office Surabaya 63,Public Service,Public Service Office,Surabaya,Sukolilo,-7.273112,112.777091,0.96,Medium,H3_SBY_025,Dummy OSM/POI proxy
POI_SBY_064,Bus Stop Surabaya 64,Transportation,Bus Stop,Surabaya,Rungkut,-7.30277,112.784154,0.45,Medium,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_065,University Surabaya 65,Education,University,Surabaya,Sukolilo,-7.31283,112.788803,0.44,Low,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_066,School Surabaya 66,Education,School,Surabaya,Tegalsari,-7.280198,112.741027,0.47,High,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_067,Shop House Surabaya 67,Commercial,Shop House,Surabaya,Sukolilo,-7.266093,112.79749,0.4,High,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_068,Office Center Surabaya 68,Commercial,Office Center,Surabaya,Sukolilo,-7.27091,112.796302,0.67,Medium,H3_SBY_025,Dummy OSM/POI proxy
POI_SBY_069,Market Surabaya 69,Commercial,Market,Surabaya,Wiyung,-7.33768,112.688138,0.63,Low,H3_SBY_018,Dummy OSM/POI proxy
POI_SBY_070,Office Center Surabaya 70,Commercial,Office Center,Surabaya,Wonokromo,-7.277276,112.767931,0.46,High,H3_SBY_013,Dummy OSM/POI proxy
POI_SBY_071,Workshop Surabaya 71,Fuel & Mobility,Workshop,Surabaya,Tegalsari,-7.256686,112.749888,0.55,Medium,H3_SBY_028,Dummy OSM/POI proxy
POI_SBY_072,Workshop Surabaya 72,Fuel & Mobility,Workshop,Surabaya,Rungkut,-7.313929,112.776862,0.8,High,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_073,Mall Surabaya 73,Commercial,Mall,Surabaya,Rungkut,-7.315903,112.784465,0.67,Medium,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_074,Bus Stop Surabaya 74,Transportation,Bus Stop,Surabaya,Gubeng,-7.268991,112.770921,0.38,Medium,H3_SBY_020,Dummy OSM/POI proxy
POI_SBY_075,Workshop Surabaya 75,Fuel & Mobility,Workshop,Surabaya,Tandes,-7.258668,112.669516,0.57,Low,H3_SBY_012,Dummy OSM/POI proxy
POI_SBY_076,Shop House Surabaya 76,Commercial,Shop House,Surabaya,Gubeng,-7.288642,112.750062,0.51,Low,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_077,Market Surabaya 77,Commercial,Market,Surabaya,Tegalsari,-7.264564,112.738253,0.55,Medium,H3_SBY_021,Dummy OSM/POI proxy
POI_SBY_078,University Surabaya 78,Education,University,Surabaya,Sukolilo,-7.283729,112.783113,0.62,High,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_079,Market Surabaya 79,Commercial,Market,Surabaya,Tandes,-7.248518,112.681609,0.99,Medium,H3_SBY_029,Dummy OSM/POI proxy
POI_SBY_080,Market Surabaya 80,Commercial,Market,Surabaya,Sukolilo,-7.278834,112.803209,0.79,Medium,H3_SBY_019,Dummy OSM/POI proxy
POI_SBY_081,Shop House Surabaya 81,Commercial,Shop House,Surabaya,Rungkut,-7.307397,112.7891,0.98,Low,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_082,Station Surabaya 82,Transportation,Station,Surabaya,Rungkut,-7.305931,112.778449,0.54,Low,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_083,Housing Complex Surabaya 83,Residential,Housing Complex,Surabaya,Tandes,-7.264992,112.696029,0.97,High,H3_SBY_010,Dummy OSM/POI proxy
POI_SBY_084,Shop House Surabaya 84,Commercial,Shop House,Surabaya,Tegalsari,-7.261092,112.752098,0.7,Medium,H3_SBY_028,Dummy OSM/POI proxy
POI_SBY_085,Market Surabaya 85,Commercial,Market,Surabaya,Rungkut,-7.322601,112.758783,0.87,Medium,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_086,Mall Surabaya 86,Commercial,Mall,Surabaya,Sukolilo,-7.268066,112.801703,0.68,High,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_087,Market Surabaya 87,Commercial,Market,Surabaya,Sukolilo,-7.27856,112.782661,0.47,Medium,H3_SBY_025,Dummy OSM/POI proxy
POI_SBY_088,Terminal Surabaya 88,Transportation,Terminal,Surabaya,Rungkut,-7.315266,112.76113,0.76,High,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_089,Parking Area Surabaya 89,Fuel & Mobility,Parking Area,Surabaya,Tegalsari,-7.251097,112.740566,0.39,Low,H3_SBY_028,Dummy OSM/POI proxy
POI_SBY_090,Mall Surabaya 90,Commercial,Mall,Surabaya,Tandes,-7.265788,112.674787,0.55,Medium,H3_SBY_012,Dummy OSM/POI proxy
POI_SBY_091,Market Surabaya 91,Commercial,Market,Surabaya,Gubeng,-7.294635,112.740334,0.52,Medium,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_092,Training Center Surabaya 92,Education,Training Center,Surabaya,Tegalsari,-7.271357,112.735795,0.42,Low,H3_SBY_021,Dummy OSM/POI proxy
POI_SBY_093,Clinic Surabaya 93,Health,Clinic,Surabaya,Gubeng,-7.270328,112.76021,0.63,High,H3_SBY_001,Dummy OSM/POI proxy
POI_SBY_094,School Surabaya 94,Education,School,Surabaya,Tandes,-7.246065,112.690587,0.86,Medium,H3_SBY_029,Dummy OSM/POI proxy
POI_SBY_095,Market Surabaya 95,Commercial,Market,Surabaya,Sukolilo,-7.257405,112.797802,0.36,Low,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_096,Station Surabaya 96,Transportation,Station,Surabaya,Rungkut,-7.305782,112.760048,0.59,High,H3_SBY_011,Dummy OSM/POI proxy
POI_SBY_097,Training Center Surabaya 97,Education,Training Center,Surabaya,Tandes,-7.243434,112.685467,0.72,High,H3_SBY_029,Dummy OSM/POI proxy
POI_SBY_098,Training Center Surabaya 98,Education,Training Center,Surabaya,Tandes,-7.238413,112.681408,0.96,Medium,H3_SBY_030,Dummy OSM/POI proxy
POI_SBY_099,Apartment Surabaya 99,Residential,Apartment,Surabaya,Rungkut,-7.318297,112.77865,0.55,High,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_100,Mall Surabaya 100,Commercial,Mall,Surabaya,Tegalsari,-7.274934,112.739352,0.42,Low,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_101,Shop House Surabaya 101,Commercial,Shop House,Surabaya,Wonokromo,-7.29909,112.720691,0.7,High,H3_SBY_009,Dummy OSM/POI proxy
POI_SBY_102,Office Center Surabaya 102,Commercial,Office Center,Surabaya,Sukolilo,-7.308845,112.789368,0.53,Low,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_103,Shop House Surabaya 103,Commercial,Shop House,Surabaya,Tandes,-7.270592,112.666274,0.98,High,H3_SBY_012,Dummy OSM/POI proxy
POI_SBY_104,Workshop Surabaya 104,Fuel & Mobility,Workshop,Surabaya,Wonokromo,-7.293025,112.732221,0.95,High,H3_SBY_002,Dummy OSM/POI proxy
POI_SBY_105,Clinic Surabaya 105,Health,Clinic,Surabaya,Wiyung,-7.317445,112.703527,0.59,High,H3_SBY_008,Dummy OSM/POI proxy
POI_SBY_106,Mall Surabaya 106,Commercial,Mall,Surabaya,Sukolilo,-7.300664,112.784017,0.94,Medium,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_107,Housing Complex Surabaya 107,Residential,Housing Complex,Surabaya,Tandes,-7.249824,112.707677,0.84,Medium,H3_SBY_030,Dummy OSM/POI proxy
POI_SBY_108,Gas Station Surabaya 108,Fuel & Mobility,Gas Station,Surabaya,Rungkut,-7.312331,112.758653,0.92,High,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_109,Parking Area Surabaya 109,Fuel & Mobility,Parking Area,Surabaya,Gubeng,-7.27944,112.740676,0.96,Medium,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_110,Shop House Surabaya 110,Commercial,Shop House,Surabaya,Tegalsari,-7.281299,112.72899,0.88,Low,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_111,Hospital Surabaya 111,Health,Hospital,Surabaya,Tandes,-7.263528,112.694817,0.88,High,H3_SBY_023,Dummy OSM/POI proxy
POI_SBY_112,Market Surabaya 112,Commercial,Market,Surabaya,Rungkut,-7.310111,112.755067,0.47,Medium,H3_SBY_011,Dummy OSM/POI proxy
POI_SBY_113,Station Surabaya 113,Transportation,Station,Surabaya,Tandes,-7.263474,112.677512,0.55,Low,H3_SBY_026,Dummy OSM/POI proxy
POI_SBY_114,Training Center Surabaya 114,Education,Training Center,Surabaya,Sukolilo,-7.306715,112.778675,0.77,Low,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_115,Office Center Surabaya 115,Commercial,Office Center,Surabaya,Tegalsari,-7.258564,112.739348,0.66,High,H3_SBY_028,Dummy OSM/POI proxy
POI_SBY_116,Pharmacy Surabaya 116,Health,Pharmacy,Surabaya,Rungkut,-7.334391,112.781158,0.53,Low,H3_SBY_005,Dummy OSM/POI proxy
POI_SBY_117,Office Center Surabaya 117,Commercial,Office Center,Surabaya,Gubeng,-7.276603,112.738866,0.92,Low,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_118,Apartment Surabaya 118,Residential,Apartment,Surabaya,Gubeng,-7.249315,112.749532,0.48,High,H3_SBY_001,Dummy OSM/POI proxy
POI_SBY_119,University Surabaya 119,Education,University,Surabaya,Tegalsari,-7.26595,112.738936,0.45,Medium,H3_SBY_028,Dummy OSM/POI proxy
POI_SBY_120,Apartment Surabaya 120,Residential,Apartment,Surabaya,Sukolilo,-7.284973,112.781717,0.85,Medium,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_121,Station Surabaya 121,Transportation,Station,Surabaya,Tandes,-7.238891,112.687922,0.96,Medium,H3_SBY_027,Dummy OSM/POI proxy
POI_SBY_122,Public Service Office Surabaya 122,Public Service,Public Service Office,Surabaya,Tandes,-7.259737,112.712564,0.74,Medium,H3_SBY_010,Dummy OSM/POI proxy
POI_SBY_123,Bus Stop Surabaya 123,Transportation,Bus Stop,Surabaya,Tegalsari,-7.274293,112.750649,0.37,Medium,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_124,Station Surabaya 124,Transportation,Station,Surabaya,Wiyung,-7.31816,112.696085,0.65,Low,H3_SBY_008,Dummy OSM/POI proxy
POI_SBY_125,University Surabaya 125,Education,University,Surabaya,Rungkut,-7.303967,112.783749,0.49,Medium,H3_SBY_016,Dummy OSM/POI proxy
